id	제목	제안분류	확신도	구간정밀도	근거	비고
P10198	酌錦溪所 宗人也	회고(reminiscence)	40	27%	term	
P10199	監臘劑於驛樓	건물(structure)	66	52%	title	
P10200	監臘劑於驛樓 其二	건물(structure)	66	52%	title	
P10201	以薦俎官享大廟	애상(sympathy)	50	38%	term	
P10202	寒食祀靖陵	계절(season)	60	52%	title, term	
P10203	憶溟州	회고(reminiscence)	54	38%	title	
P10204	禫日	송별(farewell)	19	17%	term	
P10205	祔大廟日	변새(frontier)	76	82%	term	
P10206	病甚。憶持世，汝章。	회고(reminiscence)	81	94%	title	
P10207	余以病火動。不克燕行。竢譴巡軍。作長句贈奇獻甫以抒懷。	기증(donate)	97	94%	title	
P10208	余以病火動。不克燕行。竢譴巡軍。作長句贈奇獻甫以抒懷。 其二	기증(donate)	97	94%	title	
P10209	志喜	애상(sympathy)	41	27%	term	
P10210	放歌行。寄題申景升無盡亭。名晛	기증(donate)	68	52%	title	
P10211	前五子詩 石洲云五篇俱勁悍泬寥	한적(tranquility)	42	27%	term	
P10212	前五子詩 石洲云五篇俱勁悍泬寥 其二	한적(tranquility)	42	27%	term	
P10213	前五子詩 石洲云五篇俱勁悍泬寥 其三	회고(reminiscence)	45	27%	term	
