id	제목	제안분류	확신도	구간정밀도	근거	비고
P17048	十四日 其六	(작업자 기입)	-	-	-	-
P17049	十四日 其七	(작업자 기입)	-	-	-	-
P17050	十四日 其八	(작업자 기입)	-	-	-	-
P17051	十四日 其九	(작업자 기입)	-	-	-	-
P17052	十四日 其十	(작업자 기입)	-	-	-	-
P17053	十四日 其十一	(작업자 기입)	-	-	-	-
P17054	十四日 其十二	(작업자 기입)	-	-	-	-
P17055	十五日	(작업자 기입)	-	-	-	-
P17056	十五日 其二	(작업자 기입)	-	-	-	-
P17057	十五日 其三	(작업자 기입)	-	-	-	-
P17058	夜直聯句	(작업자 기입)	-	-	-	-
P17059	夜直聯句 其二	(작업자 기입)	-	-	-	-
P17060	夜直聯句 其三	(작업자 기입)	-	-	-	-
P17061	夜直聯句 其四	(작업자 기입)	-	-	-	-
P17062	夜直聯句 其五	(작업자 기입)	-	-	-	-
P17063	夜直聯句 其六	(작업자 기입)	-	-	-	-
